的	de
日尔曼	remj
热闹	renc
惹恼	renc
热能	reng
惹怒	renu
热盼	repj
热评	repk
热气	reqi
热汽	reqi
惹气	reqi
热情	reqk
热切	reqp
热热	rere
惹人	rerf
热死	resi
热搜	resz
热汤	reth
热天	retm
热土	retu
热身	reuf
惹上	reuh
惹事	reui
热食	reui
热水	reuv
惹谁	reuv
热胀	revh
热衷	revs
热中	revs
热吻	rewf
热望	rewh
热舞	rewu
热心	rexb
热线	rexm
热销	rexn
热血	rext
热饮	reyb
热议	reyi
热意	reyi
惹眼	reyj
仁爱	rfai
人爱	rfai
人本	rfbf
人才	rfcd
人材	rfcd
仁慈	rfci
人次	rfci
人非草木	rfcm
认错	rfco
人大	rfda
人道	rfdc
人到	rfdc
认得	rfde
人的	rfde
人得	rfde
认的	rfde
仁德	rfde
人地	rfde
认定	rfdk
人丁	rfdk
人定	rfdk
韧度	rfdu
认读	rfdu
人堆	rfdv
认罚	rffa
人法	rffa
人防	rffh
认房	rffh
人犯	rffj
人贩	rffj
人格	rfge
人咯	rfge
人工	rfgs
人公	rfgs
认股	rfgu
日番谷	rfgu
人鬼	rfgv
认购	rfgz
人海	rfhd
人还	rfhd
任何	rfhe
人和	rfhe
人行	rfhh
人祸	rfho
人活	rfho
仁厚	rfhz
人后	rfhz
人潮	rfic
人称	rfig
任城	rfig
认成	rfig
认出	rfiu
人畜	rfiu
韧劲	rfjb
人际	rfji
人机	rfji
人迹	rfji
刃脊	rfji
仁济	rfji
人精	rfjk
任静	rfjk
人间	rfjm
人见	rfjm
人贱	rfjm
仁建	rfjm
任教	rfjn
认缴	rfjn
人教	rfjn
认脚	rfjn
人杰	rfjp
人界	rfjp
人皆	rfjp
忍界	rfjp
认捐	rfjr
人家	rfjx
人加	rfjx
人均	rfjy
忍俊	rfjy
任君	rfjy
仁君	rfjy
认可	rfke
任课	rfke
人口	rfkz
刃口	rfkz
忍了	rfle
认了	rfle
人乐	rfle
人力	rfli
认理	rfli
仁里	rfli
认领	rflk
人流	rflq
认路	rflu
人类	rflw
人伦	rfly
人马	rfma
人嘛	rfma
人吗	rfma
人民	rfmb
人脉	rfmd
任脉	rfmd
人们	rfmf
任命	rfmk
人命	rfmk
人名	rfmk
认命	rfmk
认明	rfmk
任免	rfmm
人面	rfmm
人棉	rfmm
人脑	rfnc
忍耐	rfnd
人奶	rfnd
人乃	rfnd
人呢	rfne
任内	rfnw
人偶	rfou
人品	rfpb
任凭	rfpk
如法炮制	rfpv
认亲	rfqb
人气	rfqi
任期	rfqi
任其	rfqi
人妻	rfqi
人齐	rfqi
人情	rfqk
认清	rfqk
人权	rfqr
认全	rfqr
任泉	rfqr
人群	rfqy
忍忍	rfrf
人人	rfrf
任人	rfrf
仁人	rfrf
忍让	rfrh
荏苒	rfrj
荏弱	rfro
人若	rfro
忍辱	rfru
人如	rfru
人肉	rfrz
认怂	rfss
人送	rfss
人体	rfti
人梯	rfti
人天	rftm
认同	rfts
忍痛	rfts
人同	rfts
人头	rftz
认头	rftz
人参	rfuf
妊娠	rfuf
人身	rfuf
人生	rfug
人声	rfug
认生	rfug
认识	rfui
人事	rfui
人士	rfui
人世	rfui
人氏	rfui
人是	rfui
人时	rfui
认输	rfuu
人数	rfuu
稔熟	rfuu
忍术	rfuu
人非圣贤	rfux
忍受	rfuz
人手	rfuz
人寿	rfuz
人兽	rfuz
仁寿	rfuz
人渣	rfva
忍着	rfve
忍者	rfve
仁者	rfve
认着	rfve
认真	rfvf
认证	rfvg
人证	rfvg
仁政	rfvg
认账	rfvh
认帐	rfvh
认知	rfvi
任职	rfvi
人质	rfvi
人治	rfvi
稔知	rfvi
仁智	rfvi
人彘	rfvi
人知	rfvi
人之	rfvi
人种	rfvs
人中	rfvs
忍住	rfvu
人主	rfvu
人住	rfvu
认主	rfvu
认准	rfvy
人文	rfwf
任务	rfwu
人物	rfwu
认为	rfww
人为	rfww
人味	rfww
任伟	rfww
人卫	rfww
忍心	rfxb
人心	rfxb
任性	rfxk
韧性	rfxk
人性	rfxk
人形	rfxk
人像	rfxl
人相	rfxl
人选	rfxr
任选	rfxr
仁兄	rfxs
人逢喜事	rfxu
人逢喜事精神爽	rfxu
忍下	rfxx
人妖	rfyc
人要	rfyc
认养	rfyh
人样	rfyh
任意	rfyi
仁义	rfyi
人意	rfyi
人艺	rfyi
任一	rfyi
仁医	rfyi
任毅	rfyi
人烟	rfyj
人眼	rfyj
人言	rfyj
人影	rfyk
任用	rfys
人浮于事	rfyu
人鱼	rfyu
人欲	rfyu
人与	rfyu
人语	rfyu
任由	rfyz
人有	rfyz
人又	rfyz
人造	rfzc
认字	rfzi
人贩子	rfzi
人字	rfzi
人子	rfzi
认作	rfzo
人做	rfzo
认罪	rfzv
仍不	rgbu
如果不是	rgbu
扔到	rgdc
日光灯	rgdg
扔掉	rgdn
荣归故里	rggl
扔给	rggw
容光焕发	rghf
仍很	rghf
仍会	rghv
人工呼吸	rghx
人格化	rghx
扔出	rgiu
扔进	rgjb
仍将	rgjl
仍旧	rgjq
人工降雨	rgjy
仍可	rgke
扔了	rgle
人过留名	rglm
热锅里的蚂蚁	rgly
人高马大	rgmd
仍能	rgng
如果能	rgng
如果能够	rgng
若干年后	rgnh
扔弃	rgqi
扔钱	rgqm
绕个圈	rgqr
仍然	rgrj
如隔三秋	rgsq
仍是	rgui
如果是	rgui
人工授精	rguj
人鬼殊途	rgut
仍属	rguu
热锅上的蚂蚁	rguy
如果是这样	rguy
人工智能	rgvn
弱冠之年	rgvn
仍无	rgwu
仍未	rgww
仍为	rgww
仍系	rgxi
仍需	rgxu
仍须	rgxu
扔下	rgxx
人格心理学	rgxx
仍要	rgyc
如果要	rgyc
仍以	rgyi
日光浴	rgyu
仍与	rgyu
人各有志	rgyv
仍由	rgyz
仍有	rgyz
如果有	rgyz
扔在	rgzd
仍在	rgzd
如鲠在喉	rgzh
让步	rhbu
让不	rhbu
让道	rhdc
嚷道	rhdc
让渡	rhdu
荣华富贵	rhfg
让风	rhfg
融会贯通	rhgt
让给	rhgw
日后好相见	rhhj
热烘烘	rhhs
热乎乎	rhhu
热呼呼	rhhu
让车	rhie
热火朝天	rhit
让出	rhiu
热乎劲	rhjb
让进	rhjb
让开	rhkd
如何看待	rhkd
让利	rhli
让路	rhlu
人欢马叫	rhmj
如花美眷	rhmj
人海茫茫	rhmm
让你	rhni
让其	rhqi
让人	rhrf
任何人	rhrf
如火如荼	rhrt
如花似朵	rhsd
如花似锦	rhsj
如花似玉	rhsy
让他	rhta
让她	rhta
让它	rhta
壤土	rhtu
如虎添翼	rhty
如何是好	rhuh
任何时候	rhuh
任何事	rhui
日环食	rhui
惹火烧身	rhuu
惹祸上身	rhuu
如获至宝	rhvb
嚷着	rhve
让着	rhve
让这	rhve
人海战术	rhvu
攘外	rhwd
让我	rhwo
让位	rhww
让行	rhxk
让贤	rhxm
如何自处	rhzi
让座	rhzo
日报	ribc
日本	ribf
日币	ribi
日逼	ribi
日班	ribj
日版	ribj
柔肠百结	ribj
日程表	ribn
日表	ribn
日出而作	riez
入场费	rifw
日费	rifw
日光	rigl
日晷	rigv
日规	rigv
日鬼	rigv
日韩	rihj
日汉	rihj
日化	rihx
日后	rihz
日差	riia
日程	riig
日常	riih
日场	riih
日产	riij
日戳	riio
日出	riiu
日记	riji
日籍	riji
日经	rijk
入出境	rijk
日精	rijk
日渐	rijm
日间	rijm
日见	rijm
日结	rijp
日久	rijq
日剧	riju
日均	rijy
日军	rijy
日寇	rikz
日历	rili
热处理	rili
日立	rili
日里	rili
日丽	rili
日落	rilo
日冕	rimm
日暮	rimu
日美	rimw
日内	rinw
日期	riqi
日起	riqi
日企	riqi
日前	riqm
入场券	riqr
日趋	riqu
人潮人海	rirh
日日	riri
如痴如狂	rirk
如痴如醉	rirz
日色	rise
日托	rito
日头	ritz
日晒	riud
日神	riuf
日盛	riug
日升	riug
日生	riug
日常生活	riuh
日商	riuh
日上	riuh
日食	riui
日式	riui
日蚀	riui
日数	riuu
日照	rivc
日臻	rivf
日志	rivi
日至	rivi
日止	rivi
日中	rivs
日文	riwf
人畜无害	riwh
日薪	rixb
日新	rixb
日心	rixb
日线	rixm
日显	rixm
日下	rixx
任长霞	rixx
人潮汹涌	rixy
日夜	riye
日野	riye
日益	riyi
日裔	riyi
日元	riyr
日圆	riyr
日用	riys
日月	riyt
日语	riyu
如出一辙	riyv
日常用语	riyy
日晕	riyy
日杂	riza
日子	rizi
日资	rizi
忍饥挨饿	rjae
软件包	rjbc
燃爆	rjbc
染白	rjbd
如假包换	rjbh
忍俊不禁	rjbj
人教版	rjbj
软件版	rjbj
染病	rjbk
燃灯	rjdg
日进斗金	rjdj
燃点	rjdm
燃动	rjds
染毒	rjdu
溶解度	rjdu
人间地狱	rjdy
然而	rjer
然儿	rjer
染发	rjfa
燃放	rjfh
染坊	rjfh
人间凡品	rjfp
然否	rjfz
染缸	rjgh
人际关系	rjgx
燃耗	rjhc
染红	rjhs
人迹罕至	rjhv
然后	rjhz
染后	rjhz
燃尽	rjjb
燃具	rjju
软件技术	rjju
人尽皆知	rjjv
人际交往	rjjw
日久见人心	rjjx
人尽可夫	rjkf
软件开发	rjkf
燃料	rjln
染料	rjln
容积率	rjlv
染绿	rjlv
燃面	rjmm
肉夹馍	rjmo
人间美味	rjmw
燃煤	rjmw
燃眉	rjmw
然诺	rjno
日久年深	rjnu
软键盘	rjpj
人尽其才	rjqc
燃气	rjqi
燃起	rjqi
乳胶漆	rjqi
日进千金	rjqj
如见其人	rjqr
人尽其用	rjqy
人见人爱	rjra
冉冉	rjrj
人见人爱花见花开	rjrk
如饥如渴	rjrk
若即若离	rjrl
染色	rjse
如饥似渴	rjsk
如胶似漆	rjsq
日久天长	rjti
燃烧	rjuc
染上	rjuh
日久生情	rjuq
日渐式微	rjuw
燃炸	rjva
人间正道	rjvd
燃着	rjve
染着	rjve
人间蒸发	rjvf
日记账	rjvh
染指	rjvi
染织	rjvi
燃脂	rjvi
人间重晚晴	rjvq
人急智生	rjvu
人敬我一尺	rjwi
日进万金	rjwj
入境问俗	rjws
燃香	rjxl
染香	rjxl
人间烟火	rjyh
日就月将	rjyj
日积月累	rjyl
人皆有之	rjyv
燃油	rjyz
染有	rjyz
然则	rjze
如箭在弦	rjzx
人可何	rkhe
入口即化	rkjh
绕口令	rklk
人困马乏	rkmf
热空气	rkqi
让开让开	rkrk
人口众多	rkvd
人靠衣装马靠鞍	rkya
人靠衣装	rkyv
如履薄冰	rlbb
如临大敌	rldd
日落而息	rlex
弱柳扶风	rlff
人来疯	rlfg
如来佛	rlfo
如来佛祖	rlfz
如雷贯耳	rlge
热烈欢迎	rlhy
人力成本	rlib
人老成精	rlij
人来车往	rliw
绕了几圈	rljq
热辣辣	rlla
人流量	rlll
如履平地	rlpd
如临其境	rlqj
绕来绕去	rlrq
人流如织	rlrv
人来人往	rlrw
任劳任怨	rlry
揉了揉	rlrz
如狼似虎	rlsh
绕梁三日	rlsr
热力四射	rlsu
热脸贴冷屁股	rltg
扰乱视听	rlut
如临深渊	rluy
人老珠黄	rlvh
日理万机	rlwj
人力物力	rlwl
人类文明	rlwm
人离乡贱	rlxj
人类学家	rlxj
人类学	rlxt
热力学	rlxt
日落西山	rlxu
热泪盈眶	rlyk
绕了一圈	rlyq
肉烂在锅里	rlzl
人力资源管理	rlzl
人力资源	rlzy
人民币	rmbi
如蒙大赦	rmdu
人民大学	rmdx
如梦方醒	rmfx
人命关天	rmgt
人脉关系	rmgx
人模狗样	rmgy
如沐春风	rmif
如梦初醒	rmix
软绵绵	rmmm
人民群众	rmqv
若明若暗	rmra
如梦如幻	rmrh
人模人样	rmry
入木三分	rmsf
如梦似幻	rmsh
人面桃花	rmth
日暮途穷	rmtq
人面兽心	rmux
戎马生涯	rmuy
入幕之宾	rmvb
人民政府	rmvf
燃眉之急	rmvj
人满为患	rmwh
人民网	rmwh
日暮乡关何处是	rmxu
人莫予毒	rmyd
人民银行	rmyh
软磨硬泡	rmyp
戎马一生	rmyu
茹毛饮血	rmyx
如芒在背	rmzb
人民子弟兵	rmzb
忍耐不住	rnbv
忍耐力	rnli
热闹热闹	rnrn
如你所愿	rnsy
如鸟兽散	rnus
日内瓦	rnwa
阮囊羞涩	rnxs
若不	robu
偌大	roda
弱点	rodm
弱电	rodm
弱队	rodv
若夫	rofu
若非	rofw
若飞	rofw
若干	rogj
弱光	rogl
弱国	rogo
若果	rogo
弱冠	rogr
若何	rohe
弱化	rohx
若将	rojl
弱碱	rojm
弱了	role
弱旅	rolv
若没	romw
若能	rong
若其	roqi
弱弱	roro
弱酸	rosr
若是	roui
弱势	roui
若失	roui
若使	roui
弱视	roui
弱市	roui
若说	rouo
弱者	rove
弱智	rovi
弱质	rovi
若无	rowu
弱项	roxl
若想	roxl
弱小	roxn
若需	roxu
若须	roxu
若要	royc
弱于	royu
若愚	royu
若雨	royu
若有	royz
若再	rozd
若在	rozd
人品低下	rpdx
任凭风浪起	rpfq
人怕出名猪怕壮	rpiv
软趴趴	rppa
日偏食	rpui
如期而至	rqev
如蛆附骨	rqfg
人情练达	rqld
人去楼空	rqlk
人情冷暖	rqln
人情练达即文章	rqlv
人强马壮	rqmv
任期目标制	rqmv
柔情蜜意	rqmy
热气球	rqqq
如切如磋	rqrc
人前人后	rqrh
入情入理	rqrl
如泣如诉	rqrs
柔情似水	rqsu
如前所述	rqsu
热气腾腾	rqtt
忍气吞声	rqtu
人情世故	rqug
日全食	rqui
如期实现	rqux
人情债	rqvd
人穷志短	rqvd
热情周到	rqvd
如期完成	rqwi
人弃我取	rqwq
人情味	rqww
认清现实	rqxu
日清月结	rqyj
热情洋溢	rqyy
燃气灶	rqzc
绕圈子	rqzi
任其自然	rqzr
任人摆布	rrbb
荣辱不惊	rrbj
软板	rrbj
如若不然	rrbr
软材	rrcd
软蛋	rrdj
软垫	rrdm
软缎	rrdr
人人得而诛之	rrdv
日入而息	rrex
软饭	rrfj
如日方升	rrfu
忍辱负重	rrfv
人若犯我	rrfw
软膏	rrgc
软管	rrgr
荣辱观	rrgr
软骨	rrgu
人人喊打	rrhd
忍辱含垢	rrhg
热热乎乎	rrhh
软和	rrho
软化	rrhx
软话	rrhx
软尺	rrii
软床	rril
软禁	rrjb
软件	rrjm
软键	rrjm
软脚	rrjn
软胶	rrjn
人人皆知	rrjv
仁人君子	rrjz
软弱可欺	rrkq
软了	rrle
软肋	rrlw
软毛	rrmc
软磨	rrmo
软膜	rrmo
软泥	rrni
热热闹闹	rrnn
人人平等	rrpd
软皮	rrpi
软盘	rrpj
人如其名	rrqm
扰人清梦	rrqm
软铅	rrqm
忍辱求全	rrqq
弱肉强食	rrqu
软驱	rrqu
软弱	rrro
软软	rrrr
软糖	rrth
软体	rrti
忍辱偷生	rrtu
软土	rrtu
热热身	rruf
软食	rrui
软式	rrui
冉冉升起	rruq
软水	rruv
容人之量	rrvl
软装	rrvl
如日中天	rrvt
仁人志士	rrvu
软著	rrvu
认认真真	rrvv
软文	rrwf
让人无法	rrwf
柔若无骨	rrwg
如入无人之境	rrwj
软弱无力	rrwl
软弱无能	rrwn
软卧	rrwo
任人唯亲	rrwq
任人唯贤	rrwx
惹人喜爱	rrxa
让人笑话	rrxh
软席	rrxi
柔韧性	rrxk
软性	rrxk
软弱性	rrxk
荣辱与共	rryg
软硬	rryk
软玉	rryu
软语	rryu
如人饮水	rryu
日日夜夜	rryy
人人有责	rryz
任人宰割	rrzg
软座	rrzo
人人自危	rrzw
融冰	rsbk
人算不如天算	rsbs
绒布	rsbu
容错	rsco
容得	rsde
绒的	rsde
荣德	rsde
荣登	rsdg
熔点	rsdm
熔断	rsdr
溶洞	rsds
仁寺洞	rsds
溶度	rsdu
冗繁	rsfj
荣光	rsgl
容光	rsgl
人所共知	rsgv
荣归	rsgv
融合	rshe
溶合	rshe
熔合	rshe
融和	rshe
荣和	rshe
荣获	rsho
融汇	rshv
融会	rshv
融化	rshx
熔化	rshx
溶化	rshx
荣华	rshx
绒花	rshx
蓉城	rsig
榕城	rsig
荣成	rsig
容成	rsig
冗长	rsih
荣昌	rsih
融进	rsjb
溶剂	rsji
容积	rsji
熔剂	rsji
戎机	rsji
熔浆	rsjl
榕江	rsjl
溶胶	rsjn
溶解	rsjp
融解	rsjp
熔解	rsjp
熔接	rsjp
乳酸菌	rsjy
荣军	rsjy
如丧考妣	rskb
绒裤	rsku
荣枯	rsku
热死了	rsle
融了	rsle
荣立	rsli
容量	rsll
熔炼	rslm
容留	rslq
熔炉	rslu
荣禄	rslu
任斯璐	rslu
戎马	rsma
容貌	rsmc
茸毛	rsmc
绒毛	rsmc
绒帽	rsmc
容纳	rsna
容器	rsqi
容情	rsqk
融券	rsqr
融洽	rsqx
容忍	rsrf
荣任	rsrf
容人	rsrf
容让	rsrh
人死如灯灭	rsrm
润色润色	rsrs
融融	rsrs
熔融	rsrs
融入	rsru
荣辱	rsru
溶入	rsru
染色体	rsti
融通	rsts
容身	rsuf
荣升	rsug
溶蚀	rsui
榕树	rsuu
融水	rsuv
溶质	rsvi
容止	rsvi
戎装	rsvl
熔铸	rsvu
冗赘	rsvv
融为	rsww
荣幸	rsxk
溶性	rsxk
荣星	rsxk
溶血	rsxt
融雪	rsxt
容许	rsxu
容下	rsxx
荣耀	rsyc
溶液	rsye
熔冶	rsye
容易	rsyi
绒衣	rsyi
容颜	rsyj
熔岩	rsyj
熔盐	rsyj
荣膺	rsyk
日思夜念	rsyn
蝾螈	rsyr
冗员	rsyr
荣誉	rsyu
冗余	rsyu
溶于	rsyu
融于	rsyu
荣域	rsyu
日思夜想	rsyx
冗杂	rsza
融资	rszi
人头攒动	rtcd
人同此心	rtcx
软体动物	rtdw
忍痛割爱	rtga
人体工程	rtgi
人头马	rtma
如图所示	rtsu
软塌塌	rtta
热腾腾	rttg
人头税	rtuv
入土为安	rtwa
乳癌	ruai
人身安全	ruaq
人生不满百	rubb
乳白	rubd
人事变动	rubd
人生不如意事十之八九	rubj
入禀	rubk
如冰	rubk
人善被人欺	rubq
如不	rubu
人事部	rubu
入室操戈	rucg
如此	ruci
人声鼎沸	rudf
入党	rudh
入档	rudh
入地	rudi
褥垫	rudm
入点	rudm
蠕动	ruds
入冬	ruds
入洞	ruds
嚅动	ruds
人生地不熟	rudu
入读	rudu
入队	rudv
如对	rudv
肉食动物	rudw
入耳	ruer
如风	rufg
乳峰	rufg
乳房	rufh
惹是非	rufw
如飞	rufw
如非	rufw
妊娠反应	rufy
乳膏	rugc
如皋	rugc
如歌	ruge
乳鸽	ruge
入阁	ruge
人神共愤	rugf
儒艮	rugf
入港	rugh
人身攻击	rugj
如果	rugo
人参果	rugo
入过	rugo
入锅	rugo
入关	rugr
人生观	rugr
入官	rugr
入股	rugu
如故	rugu
入骨	rugu
如归	rugv
入轨	rugv
乳沟	rugz
入彀	rugz
入海	ruhd
如海	ruhd
如何	ruhe
人生何处不相逢	ruhf
入行	ruhh
入怀	ruhk
乳黄	ruhl
入伙	ruho
如火	ruho
入货	ruho
如获	ruho
入户	ruhu
入会	ruhv
如花	ruhx
如画	ruhx
入画	ruhx
乳化	ruhx
热升华	ruhx
入城	ruig
汝城	ruig
入场	ruih
如常	ruih
入常	ruih
褥疮	ruil
蠕虫	ruis
如初	ruiu
人事处	ruiu
如今	rujb
如金	rujb
人生几何	rujh
入籍	ruji
乳剂	ruji
人事监察	ruji
人生经历	rujl
乳浆	rujl
儒将	rujl
乳胶	rujn
入窖	rujn
入教	rujn
儒教	rujn
乳交	rujn
如旧	rujq
如酒	rujq
人社局	ruju
人事局	ruju
入局	ruju
如数家珍	rujv
人生价值	rujv
儒家	rujx
如假	rujx
如家	rujx
人生苦短	rukd
入坑	rukg
入库	ruku
入口	rukz
入寇	rukz
乳酪	rulc
如来	ruld
入来	ruld
入理	ruli
软实力	ruli
入殓	rulm
入联	rulm
入列	rulp
入流	rulq
如流	rulq
人生路不熟	rulu
人生路	rulu
人生路上	rulu
如雷	rulw
儒勒	rulw
乳类	rulw
辱骂	ruma
如麻	ruma
入吗	ruma
人生目标	rumb
入门	rumf
如梦	rumg
入梦	rumg
入盟	rumg
入迷	rumi
乳糜	rumi
乳名	rumk
如命	rumk
辱命	rumk
入眠	rumm
辱没	rumo
入魔	rumo
乳母	rumu
入目	rumu
入暮	rumu
入脑	runc
人寿年丰	runf
如能	rung
乳娘	runl
乳牛	runq
入内	runw
乳品	rupb
肉食品	rupb
热水瓶	rupk
入侵	ruqb
入寝	ruqb
如期	ruqi
热水器	ruqi
如其	ruqi
妊娠期	ruqi
如前	ruqm
入秋	ruqq
入球	ruqq
入圈	ruqr
人身权	ruqr
弱势群体	ruqt
入群	ruqy
人山人海	rurh
如诗如画	rurh
人生若只如初见	rurj
濡染	rurj
人生如寄	rurj
人生如梦	rurm
如若	ruro
人生如棋	rurq
认识认识	ruru
如入	ruru
日上三竿	rusg
如斯	rusi
如丝	rusi
入司	rusi
如梭	ruso
弱水三千	rusq
乳酸	rusr
如上所述	rusu
茹素	rusu
弱水三千只取一瓢饮	rusy
人是铁饭是钢	rutg
乳糖	ruth
如题	ruti
入替	ruti
入托	ruto
入团	rutr
如同	ruts
如图	rutu
入土	rutu
乳突	rutu
乳头	rutz
惹是生非	ruuf
入神	ruuf
如神	ruuf
惹事生非	ruuf
儒生	ruug
人身事故	ruug
入声	ruug
如上	ruuh
让事实说话	ruuh
如实	ruui
入市	ruui
如是	ruui
入世	ruui
入室	ruui
如诗	ruui
入时	ruui
儒士	ruui
如山	ruuj
入山	ruuj
乳山	ruuj
认识世界	ruuj
如数	ruuu
儒术	ruuu
如属	ruuu
溽暑	ruuu
入睡	ruuv
如水	ruuv
入水	ruuv
入手	ruuz
肉食者鄙	ruvb
乳罩	ruvc
容身之地	ruvd
人事制度	ruvd
如释重负	ruvf
入账	ruvh
入帐	ruvh
入职	ruvi
乳汁	ruvi
乳脂	ruvi
如织	ruvi
如纸	ruvi
入住	ruvu
忍受住	ruvu
入主	ruvu
入驻	ruvu
如注	ruvu
乳猪	ruvu
入珠	ruvu
入赘	ruvv
人谁无过	ruwg
入网	ruwh
入伍	ruwu
如无	ruwu
如雾	ruwu
入屋	ruwu
入围	ruww
入微	ruww
如未	ruww
如为	ruww
入闱	ruww
入味	ruww
如是我闻	ruww
入心	ruxb
如新	ruxb
如心	ruxb
入戏	ruxi
如戏	ruxi
入席	ruxi
如洗	ruxi
如昔	ruxi
乳腺	ruxm
入邪	ruxp
乳臭	ruxq
入选	ruxr
入学	ruxt
儒学	ruxt
如雪	ruxt
如需	ruxu
如许	ruxu
如下	ruxx
入夏	ruxx
柔声细语	ruxy
儒雅	ruya
乳牙	ruya
如因	ruyb
如要	ruyc
人手一册	ruyc
乳摇	ruyc
入药	ruyc
汝窑	ruyc
乳液	ruye
入夜	ruye
乳业	ruye
日升月恒	ruyh
汝阳	ruyh
如意	ruyi
如一	ruyi
如以	ruyi
儒医	ruyi
如烟	ruyj
入眼	ruyj
乳燕	ruyj
如燕	ruyj
日晒雨淋	ruyl
如用	ruys
如约	ruyt
如月	ruyt
如玉	ruyu
如遇	ruyu
入狱	ruyu
如与	ruyu
如雨	ruyu
如欲	ruyu
人是衣妆	ruyv
如云	ruyy
乳晕	ruyy
如有	ruyz
乳油	ruyz
入油	ruyz
热水澡	ruzc
褥子	ruzi
软柿子	ruzi
孺子	ruzi
如字	ruzi
入座	ruzo
人生自古谁无死	ruzs
人生在世	ruzu
入组	ruzu
人身自由	ruzy
仁者爱人	rvar
肉中刺	rvci
任重才轻	rvcq
柔中带刚	rvdg
瑞典	rvdm
任重道远	rvdy
任重而道远	rvey
锐化	rvhx
人之常情	rviq
人至察则无徒	rvit
锐减	rvjm
荣智健	rvjm
锐角	rvjn
仁者见仁	rvjr
人之将死	rvjs
人中龙凤	rvlf
锐利	rvli
瑞丽	rvli
热胀冷缩	rvls
锐龙	rvls
瑞龙	rvls
仁者乐山	rvlu
软着陆	rvlu
认知码	rvma
如之奈何	rvnh
锐气	rvqi
锐器	rvqi
瑞奇	rvqi
瑞麒	rvqi
如琢如磨	rvrm
绕指柔	rvrz
瑞士	rvui
瑞兆	rvvc
睿智	rvvi
锐志	rvvi
人中之龙	rvvl
仁者无敌	rvwd
日臻完美	rvwm
日臻完善	rvwu
人证物证	rvwv
瑞星	rvxk
瑞雪	rvxt
锐意	rvyi
睿翼	rvyi
仁至义尽	rvyj
锐眼	rvyj
人争一口气	rvyq
热衷于	rvyu
人为财死	rwcs
人文地理	rwdl
人文关怀	rwgh
人往高处走	rwgz
人无横财不富	rwhf
忍无可忍	rwkr
任务栏	rwlj
人无千日好	rwqh
若无其事	rwqu
人五人六	rwrl
人物志	rwvi
人亡政息	rwvx
人文主义	rwvy
人无完人	rwwr
人无我有	rwwy
人无信不立	rwxl
润物细无声	rwxu
人无远虑	rwyl
人微言轻	rwyq
人外有人	rwyr
融为一体	rwyt
若为自由故	rwzg
绕弯子	rwzi
人心不古	rxbg
人心不足蛇吞象	rxbx
人行道	rxdc
人心浮动	rxfd
热血沸腾	rxft
人小鬼大	rxgd
人心隔肚皮	rxgp
人行横道	rxhd
人心惶惶	rxhh
人心涣散	rxhs
人性化	rxhx
热心肠	rxih
人心莫测	rxmc
人心难测	rxnc
热血男儿	rxne
日行千里	rxql
人心齐泰山移	rxqy
热心人	rxrf
柔心弱骨	rxrg
仁心仁术	rxru
人心思变	rxsb
人心思定	rxsd
人心所归	rxsg
人心丧尽	rxsj
入乡随俗	rxss
人心所向	rxsx
任贤使能	rxun
容膝之地	rxvd
瑞雪兆丰年	rxvn
荣幸之至	rxvv
乳臭未干	rxwg
任性妄为	rxww
人心向背	rxxb
人心险恶	rxxe
人心向善	rxxu
日新月异	rxyy
润笔	rybi
软硬不吃	rybi
日夜操劳	rycl
日月蹉跎	ryct
仁义道德	rydd
容易得多	rydd
人有旦夕祸福	rydf
绕一大圈	rydq
如鱼得水	rydu
如约而至	ryev
肉眼凡夫	ryff
饶有风趣	ryfq
肉眼凡胎	ryft
润肤	ryfu
润肺	ryfw
日月光华	rygh
如意港	rygh
荣誉感	rygj
人欲横流	ryhl
润滑	ryhx
润喉	ryhz
荣誉称号	ryih
润肠	ryih
润唇	ryiy
日夜兼程	ryji
软硬件	ryjm
锐意进取	ryjq
软硬兼施	ryju
如意吉祥	ryjx
日以继夜	ryjy
仁义君子	ryjz
肉眼可见	rykj
人言可畏	rykw
人要脸树要皮	rylp
如有雷同	rylt
仁义礼智信	rylx
人仰马翻	rymf
闰年	rynm
日用品	rypb
人以群分	ryqf
日月齐光	ryqg
任意球	ryqq
绕一圈	ryqr
荣誉权	ryqr
忍一忍	ryrf
人与人	ryrf
闰日	ryri
如一日	ryri
日月如梭	ryrs
若要人不知	ryrv
若有若无	ryrw
若隐若现	ryrx
揉一揉	ryrz
润色	ryse
人有三急	rysj
如意算盘	rysp
若有所思	ryss
日有所思	ryss
若有所失	rysu
若有所悟	rysw
如影随形	rysx
日月同辉	ryth
日益突出	ryti
日月潭	rytj
润湿	ryui
润饰	ryui
人妖殊途	ryut
如有神助	ryuv
如蝇逐臭	ryvi
润之	ryvi
仁义之师	ryvu
儒以文乱法	rywf
日月无光	rywg
容易忘	rywh
如烟往事	rywu
润物	rywu
日益完善	rywu
软玉温香	rywx
日月星辰	ryxi
容易些	ryxp
日用消费品	ryxp
饶有兴趣	ryxq
人烟稀少	ryxu
饶有兴致	ryxv
如愿以偿	ryyi
容颜易老	ryyl
闰月	ryyt
日益严重	ryyv
人要衣装	ryyv
人云亦云	ryyy
日益月滋	ryyz
润泽	ryze
日益增长	ryzv
人言啧啧	ryzz
肉包	rzbc
肉饼	rzbk
肉搏	rzbo
揉擦	rzca
肉刺	rzci
揉搓	rzco
