的	de
私囊	sinh
死难	sinj
思南	sinj
司南	sinj
思念	sinm
私念	sinm
四年	sinm
肆虐	sint
四品	sipn
死拼	sipn
思品	sipn
撕票	sipc
撕破	sipo
思潮起伏	siqf
死期	siqi
四起	siqi
死棋	siqi
死契	siqi
四期	siqi
私企	siqi
死气	siqi
四气	siqi
思琪	siqi
私情	siqy
思情	siqy
四清	siqy
四强	siqd
四千	siqm
思迁	siqm
死钱	siqm
死前	siqm
肆仟	siqm
司前	siqm
死囚	siqq
死球	siqq
死去	siqu
四区	siqu
死区	siqu
四驱	siqu
撕去	siqu
私人	sirf
死人	sirf
四人	sirf
斯人	sirf
四任	sirf
四日	siri
丝绒	sirs
死死	sisi
丝丝	sisi
思思	sisi
四四	sisi
司思	sisi
四散	sisj
四三	sisj
思索	siso
死锁	siso
四所	siso
四岁	sisv
撕碎	sisv
死胎	sitl
四台	sitl
四体	siti
四蹄	siti
四天	sitm
私通	sits
斯通	sits
四通	sits
司徒	situ
私图	situ
斯图	situ
私吞	sitp
厮杀	siua
四射	siue
私设	siue
死神	siuf
四川省	siug
私生	siug
四声	siug
丝绳	siug
死生	siug
死伤	siuh
私商	siuh
四十	siui
私事	siui
四时	siui
死尸	siui
似是	siui
四世	siui
巳时	siui
四是	siui
死时	siui
死士	siui
四师	siui
私塾	siuu
四书	siuu
四叔	siuu
私淑	siuu
死水	siuv
似水	siuv
泗水	siuv
死守	siub
厮守	siub
私售	siub
四手	siub
私宅	sivl
丝绸之路	sivl
死宅	sivl
死者	sive
四折	sive
四肢	sivi
丝织	sivi
四只	sivi
司职	sivi
四至	sivi
丝质	sivi
四支	sivi
死战	sivj
私占	sivj
丝竹	sivu
四柱	sivu
死猪	sivu
四周	sivb
丝袜	siwa
斯文	siwf
死亡	siwh
丝网	siwh
四望	siwh
四万	siwj
四晚	siwj
四碗	siwj
思维	siwz
四围	siwz
四位	siwz
四维	siwz
饲喂	siwz
嗣位	siwz
死心	sixn
私信	sixn
私心	sixn
撕心	sixn
四新	sixn
死刑	sixy
肆行	sixy
四星	sixy
死性	sixy
私刑	sixy
私行	sixy
思想	sixd
思乡	sixd
四项	sixd
死相	sixd
四象	sixd
死穴	sixt
私学	sixt
思绪	sixu
私下	sixw
撕下	sixw
四下	sixw
死讯	sixp
四旬	sixp
嘶哑	siya
思雅	siya
死因	siyn
私印	siyn
私隐	siyn
丝印	siyn
撕咬	siyk
死咬	siyk
私钥	siyk
司药	siyk
四要	siyk
死要	siyk
饲养	siyh
泗阳	siyh
思阳	siyh
私养	siyh
肆意	siyi
司仪	siyi
四亿	siyi
思议	siyi
四溢	siyi
四一	siyi
思忆	siyi
私营	siyy
死硬	siyy
死婴	siyy
寺院	siyr
四源	siyr
四院	siyr
思远	siyr
私怨	siyr
思源	siyr
私用	siys
四月	siyt
缩成一团	siyt
死于	siyu
私欲	siyu
私语	siyu
思域	siyu
饲育	siyu
死鱼	siyu
丝雨	siyu
思雨	siyu
思羽	siyu
私有	siyb
似有	siyb
四有	siyb
死在	sizl
四则	size
私自	sizi
四字	sizi
嗣子	sizi
四子	sizi
死字	sizi
四座	sizo
死做	sizo
死罪	sizv
四重奏	sizb
三重奏	sizb
三八	sjba
三把	sjba
散吧	sjba
三百	sjbl
叁佰	sjbl
三本	sjbf
四脚八叉	sjbi
三比	sjbi
三笔	sjbi
伞兵	sjby
散兵	sjby
伞柄	sjby
三遍	sjbm
三边	sjbm
三变	sjbm
散播	sjbo
三波	sjbo
散步	sjbu
散布	sjbu
三步	sjbu
三部	sjbu
三倍	sjbz
三北	sjbz
私家菜	sjcl
三才	sjcl
散财	sjcl
三层	sjcg
三次	sjci
三餐	sjcj
三从	sjcs
散打	sjda
三大	sjda
三代	sjdl
松紧带	sjdl
三等	sjdg
三挡	sjdh
三档	sjdh
三党	sjdh
三地	sjdi
三弟	sjdi
三角地	sjdi
散弹	sjdj
散淡	sjdj
散单	sjdj
三点	sjdm
三多	sjdo
三季度	sjdu
四季度	sjdu
三都	sjdu
酸碱度	sjdu
三度	sjdu
三对	sjdv
三顿	sjdp
伺机而动	sjed
散发	sjfa
四键方案	sjfa
三发	sjfa
四季发财	sjfc
三份	sjff
三分	sjff
散粉	sjff
撒酒疯	sjfg
三丰	sjfg
三方	sjfh
三防	sjfh
散放	sjfh
三房	sjfh
四季分明	sjfm
三伏	sjfu
三幅	sjfu
三副	sjfu
三福	sjfu
三个	sjge
三哥	sjge
三更	sjgg
散光	sjgd
三光	sjgd
三国	sjgo
三锅	sjgo
三观	sjgr
三关	sjgr
三极管	sjgr
散工	sjgs
三公	sjgs
散功	sjgs
三宫	sjgs
三号	sjhk
三好	sjhk
三盒	sjhe
三结合	sjhe
三河	sjhe
三句话不离本行	sjhh
三行	sjhh
散伙	sjho
散户	sjhu
三角函数	sjhu
三户	sjhu
散会	sjhv
三回	sjhv
三会	sjhv
三句话	sjhw
三花	sjhw
散花	sjhw
三化	sjhw
私家车	sjie
三车	sjie
伞车	sjie
三成	sjig
散成	sjig
散场	sjih
三场	sjih
三尺	sjii
四季常青	sjiq
三重	sjis
四脚朝天	sjit
三处	sjiu
散出	sjiu
所见即所得	sjjd
三江	sjjd
三讲	sjjd
三级	sjji
散记	sjji
司局级	sjji
三集	sjji
散剂	sjji
三季	sjji
三角肌	sjji
三教九流	sjjl
散件	sjjm
三件	sjjm
三键	sjjm
散见	sjjm
三间	sjjm
三建	sjjm
三角	sjjc
三焦	sjjc
三教	sjjc
散焦	sjjc
三九	sjjq
散酒	sjjq
三舅	sjjq
三句	sjju
散居	sjju
三居	sjju
伞具	sjju
三局	sjju
三聚	sjju
散架	sjjw
三甲	sjjw
三脚架	sjjw
三角架	sjjw
三军	sjjp
散开	sjkl
三开	sjkl
散客	sjke
三颗	sjke
三科	sjke
三刻	sjke
三角裤	sjku
散了	sjle
三菱	sjly
三两	sjld
三辆	sjld
三量	sjld
散落	sjlo
三流	sjlq
三六	sjlq
散乱	sjlr
三乱	sjlr
所见略同	sjlt
三略	sjlt
三局两胜	sjlu
三路	sjlu
三鹿	sjlu
三类	sjlz
三垒	sjlz
三轮	sjlp
三楼	sjlb
三脚两步	sjlb
三码	sjma
三民	sjmn
三门	sjmf
散闷	sjmf
三驾马车	sjmi
散漫	sjmj
三名	sjmy
三明	sjmy
三面	sjmm
三枚	sjmz
三昧	sjmz
三美	sjmz
三妹	sjmz
三年	sjnm
三品	sjpn
三拼	sjpn
三排	sjpl
三盆	sjpf
三批	sjpi
三匹	sjpi
三盘	sjpj
三瓶	sjpy
三篇	sjpm
三片	sjpm
三陪	sjpz
三聚氰胺	sjqa
三七	sjqi
三期	sjqi
三起	sjqi
三缄其口	sjqk
三强	sjqd
三枪	sjqd
三千	sjqm
散钱	sjqm
叁仟	sjqm
三钱	sjqm
丧家犬	sjqr
三圈	sjqr
三拳	sjqr
三权	sjqr
散去	sjqu
三区	sjqu
散曲	sjqu
散热	sjre
三人	sjrf
散人	sjrf
宋教仁	sjrf
三任	sjrf
三日	sjri
四季如春	sjri
耸肩缩背	sjsb
随叫随到	sjsd
三色	sjse
三江四海	sjsh
三思	sjsi
三四	sjsi
散散	sjsj
三三	sjsj
三岁	sjsv
所见所闻	sjsw
三套	sjtk
三台	sjtl
丧尽天良	sjtl
三天	sjtm
三条	sjtc
三级跳	sjtc
三通	sjts
散沙	sjua
三沙	sjua
散射	sjue
四脚蛇	sjue
三上	sjuh
三十	sjui
散失	sjui
三件事	sjui
三居室	sjui
三时	sjui
三世	sjui
三是	sjui
四居室	sjui
叁拾	sjui
三师	sjui
三市	sjui
色即是空	sjuk
三水	sjuv
散水	sjuv
散手	sjub
三朝	sjvk
三招	sjvk
三兆	sjvk
三者	sjve
三折	sjve
散着	sjve
三张	sjvh
三章	sjvh
三丈	sjvh
三只	sjvi
散之	sjvi
散装	sjvd
丧家之犬	sjvq
三周	sjvb
三角洲	sjvb
散文	sjwf
三文	sjwf
三万	sjwj
三碗	sjwj
三晚	sjwj
叁万	sjwj
三五	sjwu
三无	sjwu
三围	sjwz
三维	sjwz
三位	sjwz
三味	sjwz
三尾	sjwz
散心	sjxn
三心	sjxn
三新	sjxn
散席	sjxi
散戏	sjxi
三喜	sjxi
三星	sjxy
三角形	sjxy
随机性	sjxy
伞形	sjxy
三兴	sjxy
三线	sjxm
三鲜	sjxm
三弦	sjxm
散仙	sjxm
三小	sjxc
三校	sjxc
三笑	sjxc
三峡	sjxw
三夏	sjxw
三下	sjxw
伞下	sjxw
三亚	sjya
三丫	sjya
死记硬背	sjyb
随机应变	sjyb
三友	sjyb
三有	sjyb
散养	sjyh
三洋	sjyh
三阳	sjyh
三元	sjyr
三院	sjyr
三原	sjyr
速记员	sjyr
三月	sjyt
送旧迎新	sjyx
三藏	sjzh
三资	sjzi
三字	sjzi
三子	sjzi
散座	sjzo
三座	sjzo
司空见惯	skjg
萨克拉门托	sklt
斯科普里	skpl
萨克斯	sksi
缫丝	sksi
思考题	skti
骚体	skti
随口一说	skyu
随口一问	skyw
思考一下	skyx
算了吧	slba
四两拨千斤	slbj
酸了吧唧	slbj
塞班	slbj
司令部	slbu
塑料布	slbu
塑料袋	sldl
斯洛伐克	slfk
三六九等	sljd
三勒浆	sljd
斯洛克	slke
塞克	slke
僧来看佛面	slkm
松了口气	slkq
塞拉利昂	slla
塞拉	slla
酸溜溜的	slld
斯里兰卡	sllk
酸溜溜	sllq
所罗门	slmf
塞勒姆	slmu
苏里南	slnj
苏利南	slnj
色厉内荏	slnr
四轮驱动	slqd
萨拉热窝	slrw
耸了耸肩	slsj
算了算了	slsl
算了算	slsr
缩略图	sltu
死里逃生	sltu
三令五申	slwu
送礼物	slwu
森罗万象	slwx
斯洛文尼亚	slwy
斯拉维尼亚	slwy
思来想去	slxq
三两下	slxw
松了一口气	slyq
司令员	slyr
死路一条	slyt
撒拉族	slzu
四面八方	smbf
死马当活马医	smdy
死马当作活马医	smdy
司马光	smgd
四面楚歌	smig
素面朝天	smit
四目交投	smjt
四面开花	smkh
索马里	smli
色眯眯	smmi
色迷迷	smmi
岁末年关	smng
岁末年初	smni
驷马难追	smnv
素昧平生	smpu
赛码器	smqi
司马迁	smqm
司马青衫	smqu
似模似样	smsy
酸梅汤	smth
四面受敌	smud
三昧真火	smvh
三明治	smvi
司马昭之心	smvx
三民主义	smvy
四目相对	smxd
扫描仪	smyi
司马懿	smyi
随你吧	snba
三年不鸣	snbm
三年不开张	snbv
随你的便	sndb
死脑筋	snjn
塞内加尔	snje
三年级	snji
四年级	snji
斯诺克	snke
三年两载	snlz
三年前	snqm
四年前	snqm
三年五载	snwz
索爱	soai
所爱	soai
锁边	sobm
缩编	sobm
所编	sobm
所赐	soci
索道	sodk
缩到	sodk
所道	sodk
所到	sodk
所得	sode
锁定	sody
所定	sody
缩短	sodr
缩放	sofh
所犯	sofj
锁国	sogo
锁骨	sogu
缩骨	sogu
梭哈	soha
锁好	sohk
所耗	sohk
所好	sohk
缩合	sohe
所获	soho
索还	sohr
索贿	sohv
缩回	sohv
所成	soig
所称	soig
缩成	soig
所长	soih
索偿	soih
所唱	soih
所处	soiu
所出	soiu
缩进	sojn
缩紧	sojn
锁紧	sojn
所及	soji
羧基	soji
所急	soji
所经	sojy
缩颈	sojy
缩减	sojm
所见	sojm
所建	sojm
锁键	sojm
索解	sojx
所借	sojx
所居	soju
所举	soju
索具	soju
索价	sojw
所加	sojw
锁甲	sojw
锁孔	soks
缩孔	soks
锁扣	sokb
所扣	sokb
锁了	sole
缩了	sole
缩量	sold
锁链	solm
所料	solc
梭罗	solo
桫椤	solo
索罗	solo
所列	solx
缩略	solt
所累	solz
锁门	somf
锁眉	somz
唢呐	sona
索拿	sona
琐呐	sona
所能	song
索尼	soni
所派	sopl
锁屏	sopy
所迫	sopo
索赔	sopz
所欠	soqm
所签	soqm
所前	soqm
索取	soqu
所取	soqu
所去	soqu
索然	sorj
锁死	sosi
所思	sosi
索斯	sosi
琐碎	sosv
锁体	soti
所提	soti
所托	soto
锁帖	sotx
锁头	sotb
缩头	sotb
所投	sotb
所杀	soua
所设	soue
锁上	souh
所伤	souh
琐事	soui
唆使	soui
所示	soui
锁匙	soui
所失	soui
所施	soui
所说	souo
所属	souu
所述	souu
缩水	souv
锁水	souv
所受	soub
所售	soub
缩手	soub
所收	soub
缩窄	sovl
索证	sovg
所征	sovg
所致	sovi
所知	sovi
所至	sovi
所指	sovi
锁住	sovu
所著	sovu
所住	sovu
所闻	sowf
琐闻	sowf
索吻	sowf
所问	sowf
所无	sowu
所务	sowu
所恶	sowu
所悟	sowu
所谓	sowz
所为	sowz
缩微	sowz
锁芯	soxn
所系	soxi
琐细	soxi
索性	soxy
所幸	soxy
所行	soxy
所限	soxm
缩小	soxc
所学	soxt
所需	soxu
所辖	soxw
所下	soxw
索引	soyn
缩印	soyn
所引	soyn
缩阴	soyn
索要	soyk
所要	soyk
所以	soyi
蓑衣	soyi
所依	soyi
所遗	soyi
所言	soyj
锁眼	soyj
缩影	soyy
所应	soyy
所愿	soyr
锁钥	soyt
梭鱼	soyu
所欲	soyu
所遇	soyu
所有	soyb
所在	sozl
缩在	sozl
锁在	sozl
所载	sozl
梭子	sozi
所做	sozo
所作	sozo
四平八稳	spbw
撒泼打滚	spdg
斯普林菲尔德	spld
死皮赖脸	spll
撕破脸	splm
撕破脸皮	splp
塞浦路斯	spls
撒泡尿照照	spnv
孙女	spnv
三朋四友	spsy
死乞白赖	sqbl
三拳不敌四手	sqbu
俗气得很	sqdh
三七二十一	sqey
三权分立	sqfl
三千烦恼丝	sqfs
死去活来	sqhl
死气沉沉	sqii
三千宠爱在一身	sqiu
三七开	sqkl
算起来	sqll
三拳两脚	sqlj
死翘翘	sqqc
丧权辱国	sqrg
速去速回	sqsh
三妻四妾	sqsq
三请四邀	sqsy
虽千万人吾往矣	sqwy
思前想后	sqxh
三缺一	sqyi
损人不利己	srbj
蒜瓣	srbj
虽然不能	srbn
虽然不是	srbu
酸菜	srcl
私人财产	srci
算错	srco
酸的	srde
算得	srde
算的	srde
送入洞房	srdf
算定	srdy
酸度	srdu
算法	srfa
酸腐	srfu
算符	srfu
算过	srgo
算卦	srgw
索然寡味	srgw
算好	srhk
蒜黄	srhd
算话	srhw
酸化	srhw
三人成虎	srih
算出	sriu
酸楚	sriu
酸臭	srib
算进	srjn
算计	srji
酸碱	srjm
酸苦	srku
酸辣	srla
算啦	srla
算来	srll
算了	srle
酸了	srle
损人利己	srlj
酸懒	srlj
酸类	srlz
酸麻	srma
算吗	srma
算命	srmy
虽然没有	srmy
蒜苗	srmc
酸梅	srmz
虽然没	srmz
酸钠	srna
算哪	srna
酸奶	srnl
蒜泥	srni
算你	srni
狻猊	srni
蒜农	srns
算盘	srpj
肃然起敬	srqj
算清	srqy
思如泉涌	srqy
私人企业	srqy
送人情	srqy
酸软	srrr
蒜蓉	srrs
酸乳	srru
算入	srru
酸涩	srse
色若死灰	srsh
算算	srsr
酸酸	srsr
酸笋	srsp
蒜薹	srtl
蒜苔	srtl
酸疼	srtg
酸甜	srtm
酸痛	srts
耸人听闻	srtw
蒜头	srtb
算啥	srua
算上	sruh
算是	srui
算式	srui
燧人氏	srui
酸式	srui
酸爽	srud
算数	sruu
算术	sruu
算账	srvh
算帐	srvh
酸胀	srvh
三日之内	srvn
算准	srvp
算我	srwo
酸味	srwz
索然无味	srww
酸性	srxy
三人行	srxy
洒热血	srxt
算学	srxt
算下	srxw
酸雨	sryu
酸枣	srzk
算作	srzo
算做	srzo
随随便便	ssbb
怂包	ssbk
送报	ssbk
松柏	ssbl
松绑	ssbh
送别	ssbx
四散奔逃	ssbt
宋词	ssci
颂词	ssci
送错	ssco
送达	ssda
送到	ssdk
宋代	ssdl
三四点	ssdm
送电	ssdm
送点	ssdm
松动	ssds
耸动	ssds
诵读	ssdu
三思而行	ssex
三思而后行	ssex
瑟瑟发抖	ssfd
四四方方	ssff
送风	ssfg
随俗浮沉	ssfi
送饭	ssfj
三四分钟	ssfv
颂歌	ssge
松果	ssgo
宋国	ssgo
送过	ssgo
三四个人	ssgr
送股	ssgu
松骨	ssgu
送给	ssgz
三四个月	ssgy
送货	ssho
送还	sshr
松缓	sshr
送回	sshv
宋慧	sshv
送花	sshw
松花	sshw
送话	sshw
宋朝	ssik
松弛	ssii
送出	ssiu
送进	ssjn
松紧	ssjn
松劲	ssjn
三色堇	ssjn
诵经	ssjy
松井	ssjy
宋江	ssjd
松江	ssjd
送检	ssjm
耸耸肩	ssjm
耸肩	ssjm
送件	ssjm
宋健	ssjm
送交	ssjc
松开	sskl
送客	sske
搜索枯肠	sski
松松垮垮	sskk
松垮	sskw
松口	sskb
松林	ssln
送来	ssll
三三两两	ssll
丝丝缕缕	ssll
送了	ssle
松了	ssle
送礼	ssli
耸立	ssli
送灵	ssly
宋辽	sslc
送料	sslc
送命	ssmy
嵩明	ssmy
松明	ssmy
松木	ssmu
松嫩	ssnf
送你	ssni
三四年	ssnm
碎碎念	ssnm
岁岁年年	ssnn
岁岁年年人不同	ssnt
岁岁平安	sspa
送配	sspz
送亲	ssqn
送气	ssqi
松气	ssqi
耸起	ssqi
送钱	ssqm
宋茜	ssqm
送签	ssqm
松球	ssqq
诉讼权	ssqr
送去	ssqu
送人	ssrf
松仁	ssrf
宋人	ssrf
悚然	ssrj
丝丝入扣	ssrk
松软	ssrr
松茸	ssrs
送入	ssru
宋儒	ssru
送丧	sssh
送死	sssi
松散	sssj
送伞	sssj
松松	ssss
松松散散	ssss
送送	ssss
所思所想	sssx
松涛	sstk
松桃	sstk
宋体	ssti
耸听	ssty
三四天	sstm
松脱	ssto
酸酸甜甜	sstt
松土	sstu
送审	ssuf
送神	ssuf
送上	ssuh
三四十	ssui
宋史	ssui
松狮	ssui
讼师	ssui
宋诗	ssui
宋氏	ssui
嵩山	ssuj
松山	ssuj
送爽	ssud
三四十岁	ssus
松鼠	ssuu
松树	ssuu
送水	ssuv
松手	ssub
松针	ssvf
送至	ssvi
松脂	ssvi
松枝	ssvi
耸峙	ssvi
送站	ssvj
送展	ssvj
送终	ssvs
诉讼中	ssvs
松竹	ssvu
送往	sswh
送我	sswo
斯斯文文	ssww
送信	ssxn
松心	ssxn
散散心	ssxn
三岁小孩都知道	ssxd
松香	ssxd
三岁小儿	ssxe
三岁小孩	ssxh
送行	ssxy
松懈	ssxx
送些	ssxx
送鞋	ssxx
松下	ssxw
送下	ssxw
送药	ssyk
三四月份	ssyf
颂扬	ssyh
松阳	ssyh
怂样	ssyh
嵩阳	ssyh
送样	ssyh
送医	ssyi
送一	ssyi
搜索引擎	ssyq
怂恿	ssys
虽死犹生	ssyu
宋玉	ssyu
送葬	sszh
松子	sszi
颂赞	sszj
松嘴	sszv
送走	sszb
四通八达	stbd
四体不勤	stbq
三天打鱼	stdy
斯坦福大学	stfx
三堂会审	sthu
撒腿就跑	stjp
斯图加特	stjt
酸甜可口	stkk
酸甜苦辣	stkl
酸甜苦辣咸	stkx
三头六臂	stlb
三天两头	stlt
三条路	stlu
桑塔纳	stna
随他去吧	stqb
随他去	stqu
缩头缩脑	stsn
酸痛酸痛	stst
三天三夜说不完	stsw
四条腿	sttv
扫堂腿	sttv
缩头乌龟	stwg
三台县	stxm
扫榻相迎	stxy
扫榻以待	styd
色衰爱弛	suai
撒手不管	subg
四十不惑	subh
四时八节	subj
酥饼	suby
素材	sucl
素菜	sucl
素餐	sucj
酥脆	sucv
损失惨重	sucv
死伤惨重	sucv
苏打	suda
苏大	suda
速达	suda
速递	sudi
宿敌	sudi
夙敌	sudi
苏丹	sudj
丧失殆尽	sudj
素淡	sudj
三十多年	sudn
速冻	suds
苏东	suds
三十多岁	suds
四十多岁	suds
苏俄	suee
似是而非	suef
三十而立	suel
撒手而去	sueq
塞舌尔	suer
三十二	suer
四十二	suer
苏尔	suer
塑封	sufg
随声附和	sufh
苏方	sufh
素服	sufu
似睡非睡	sufu
苏福	sufu
塑钢	sugh
速干	sugj
三十功名尘与土	sugt
私设公堂	sugt
速归	sugv
苏杭	suhh
苏航	suhh
三十好几	suhj
私生活	suho
速回	suhv
苏惠	suhv
俗话	suhw
速滑	suhw
色授魂与	suhy
速查	suia
俗称	suig
速成	suig
塑成	suig
诉称	suig
素称	suig
宿城	suig
三十出头	suit
宿仇	suib
速记	suji
素鸡	suji
肃静	sujy
素净	sujy
塑胶	sujc
三十几岁	sujs
速决	sujt
俗家	sujw
诉苦	suku
素来	sull
肃立	suli
苏里	suli
三十六计	sulj
苏联	sulm
塑料	sulc
素了	sulc
似水流年	suln
三十来岁	suls
速录	sulu
速率	sulv
酥麻	suma
送上门	sumf
宿命	sumy
俗名	sumy
送上门来	suml
素面	summ
素描	sumc
塑膜	sumo
肃穆	sumu
苏木	sumu
三十年河东	sund
三十年代	sund
似水年华	sunh
嗉囊	sunh
随手拈来	sunl
俗念	sunm
三十年	sunm
四十年	sunm
私生女	sunv
素女	sunv
三十年河西	sunx
搔首弄姿	sunz
速配	supz
俗气	suqi
三十七	suqi
四十七	suqi
苏琪	suqi
肃清	suqy
诉请	suqy
诉求	suqq
速去	suqu
苏区	suqu
俗曲	suqu
俗人	surf
素人	surf
撒手人寰	surh
素日	suri
苏日	suri
肃然	surj
似水柔情	surq
酥软	surr
速溶	surs
酥肉	surb
素肉	surb
随时随地	susd
素色	suse
缩手缩脚	susj
三十三	susj
四十三	susj
苏三	susj
速算	susr
诉讼	suss
速速	susu
簌簌	susu
三生三世	susu
三十岁	susv
四十岁	susv
俗套	sutk
酥糖	suth
随身听	suty
四世同堂	sutt
肃杀	suua
素纱	suua
宿舍	suue
速射	suue
塑身	suuf
速胜	suug
素食	suui
俗世	suui
苏轼	suui
三生石	suui
速食	suui
苏式	suui
俗事	suui
诉说	suuo
素数	suuu
诉述	suuu
苏浙	suve
苏辙	suve
素质	suvi
三熟制	suvi
诉至	suvi
素志	suvi
素知	suvi
速战	suvj
诉诸	suvu
宿主	suvu
苏州	suvb
宿州	suvb
随时准备	suvb
肃州	suvb
素闻	suwf
素问	suwf
苏文	suwf
四书五经	suwj
所剩无几	suwj
三十万	suwj
四十万	suwj
死水微澜	suwl
四舍五入	suwr
俗物	suwu
三十五	suwu
四十五	suwu
苏武	suwu
宿务	suwu
俗务	suwu
孙善武	suwu
素心	suxn
随身携带	suxd
塑像	suxd
苏醒	suxy
随师学艺	suxy
塑性	suxy
塑形	suxy
速效	suxc
苏小	suxc
苏晓	suxc
苏绣	suxq
苏修	suxq
酥胸	suxs
素雅	suya
夙夜	suye
塑业	suye
素颜	suyj
俗艳	suyj
俗谚	suyj
苏烟	suyj
宿营	suyy
夙愿	suyr
宿愿	suyr
溯源	suyr
素愿	suyr
诉冤	suyr
诉愿	suyr
宿怨	suyr
俗语	suyu
粟裕	suyu
三生有幸	suyx
损上益下	suyx
素有	suyb
酥油	suyb
素油	suyb
塑造	suzk
私生子	suzi
宿醉	suzv
所知不多	svbd
四肢百骸	svbh
随笔	svbi
虽比	svbi
随便	svbm
死猪不怕开水烫	svbt
碎步	svbu
碎布	svbu
虽不	svbu
随从	svcs
隧道	svdk
随到	svdk
所知道	svdk
随带	svdl
隋代	svdl
随地	svdi
隧洞	svds
随队	svdv
随之而来	svel
四肢发达	svfd
随风	svfg
随访	svfh
随感	svgj
丝竹管弦	svgx
虽好	svhk
孙志浩	svhk
随和	svhe
碎花	svhw
绥化	svhw
随后	svhb
隋朝	svik
随车	svie
随处	sviu
岁出	sviu
岁初	sviu
岁除	sviu
随机	svji
随即	svji
随记	svji
宋仲基	svji
绥靖	svjy
虽经	svjy
素质教育	svjy
三贞九烈	svjl
随军	svjp
碎块	svky
随口	svkb
碎了	svle
岁了	svle
遂了	svle
碎裂	svlx
岁末	svmo
碎末	svmo
岁暮	svmu
酸枝木	svmu
虽能	svng
随你	svni
碎片	svpm
三战全胜	svqu
虽然	svrj
岁入	svru
速战速决	svsj
岁岁	svsv
随他	svta
随她	svta
随它	svta
隋唐	svth
随堂	svth
隋棠	svth
随同	svts
随身	svuf
随时	svui
碎石	svui
虽是	svui
苏州市	svui
燧石	svui
岁时	svui
碎尸	svui
随侍	svui
孙中山	svuj
随着时间	svuj
虽说	svuo
随手	svub
岁收	svub
岁首	svub
随着	svve
随之	svvi
碎纸	svvi
岁至	svvi
死者为大	svwd
四肢无力	svwl
诉诸武力	svwl
随我	svwo
虽无	svwu
虽未	svwz
四周围	svwz
虽为	svwz
随心	svxn
遂心	svxn
随信	svxn
随喜	svxi
遂溪	svxi
濉溪	svxi
随行	svxy
随性	svxy
遂行	svxy
岁星	svxy
扫帚星	svxy
随兴	svxy
随想	svxd
遂向	svxd
虽小	svxc
宋智孝	svxc
碎屑	svxx
碎银	svyn
随意	svyi
馊主意	svyi
遂意	svyi
虽已	svyi
随缘	svyr
遂愿	svyr
随员	svyr
绥远	svyr
岁月	svyt
虽有	svyb
虽则	svze
随葬	svzh
碎嘴	svzv
斯文败类	swbl
四五点	swdm
塞翁得马	swdm
思维导图	swdt
思维定势	swdu
死无对证	swdv
思维方式	swfu
三五分钟	swfv
四五个人	swgr
四五个月	swgy
所为何来	swhl
所为何事	swhu
三五好友	swhy
三五成群	swiq
俗务缠身	swiu
酸文假醋	swjc
肆无忌惮	swjd
孙悟空	swks
死亡率	swlv
素未谋面	swmm
思维模式	swmu
四五年	swnm
三五年	swnm
死无全尸	swqu
斯文扫地	swsd
四五岁	swsv
四五天	swtm
三五天	swtm
四五十	swui
散文诗	swui
斯威士兰	swul
塞翁失马	swum
四五十岁	swus
算无遗策	swyc
四五月份	swyf
送往迎来	swyl
所谓伊人	swyr
三位一体	swyt
三文鱼	swyu
死无葬身之地	swzd
死性不改	sxbg
丧心病狂	sxbk
素袖藏金	sxcj
三心二意	sxey
似笑非笑	sxfx
三线城市	sxiu
三星级	sxji
四星级	sxji
思想境界	sxjj
思想家	sxjw
撕心裂肺	sxlf
私下里	sxli
三下两下	sxlx
思想路线	sxlx
三心两意	sxly
所向披靡	sxpm
思乡情切	sxqq
思贤如渴	sxrk
随心所欲	sxsy
死心塌地	sxtd
三小时	sxui
私相授受	sxuu
思想准备	sxvb
算下账	sxvh
所向无敌	sxwd
三下五除二	sxwe
思绪万千	sxwq
四下无人	sxwr
三省吾身	sxwu
色香味	sxwz
思想性	sxxy
死心眼	sxyj
腮腺炎	sxyj
夙兴夜寐	sxym
私心杂念	sxzn
死于安乐	syal
孙膑	spbn
四野八荒	sybh
四仰八叉	sybi
森严壁垒	sybl
死一边去	sybq
岁月不饶人	sybr
虽远必诛	sybv
三月不知肉味	sybw
所言不虚	sybx
宿雨餐风	sycf
私有财产	syci
岁月催人老	sycl
岁月蹉跎	syct
所以动心忍性	sydx
所有东西	sydx
随遇而安	syea
孙儿	sper
肆意而为	syew
三月份	syff
四月份	syff
塞牙缝	syfg
死于非命	syfm
所言非虚	syfx
笋干	spgj
笋瓜	spgw
损耗	sphk
孙浩	sphk
孙皓	sphk
损害	sphl
孙海	sphl
损坏	sphy
损毁	sphv
孙辉	sphv
私有化	syhw
岁月静好	syjh
笋尖	spjm
孙坚	spjm
所言极是	syju
缩衣节食	syju
松一口气	sykq
三阳开泰	sykt
三言两语	syly
死也瞑目	symm
死要面子	symz
死要面子活受罪	symz
所以呢	syne
所有权	syqr
私营企业	syqy
损人	sprf
所以然	syrj
岁月如流	syrl
岁月荏苒	syrr
岁月如梭	syrs
似有若无	syrw
扫一扫	sysk
似有似无	sysw
孙孙	spsp
死丫头	sytb
损伤	spuh
损失	spui
所以说呢	syun
所以说	syuo
所有制	syvi
私有制	syvi
岁月峥嵘	syvr
岁月无情	sywq
孙武	spwu
孙吴	spwu
肆意妄为	syww
死亦为鬼雄	sywx
随意性	syxy
死有余辜	syyg
损益	spyi
