aba,1=阿爸
jingli,1=井里
fuzai,1=附在
titou,1=剔透
hudi,1=忽地
yunding,1=云顶
jiayi,1=嫁衣
jiuqi,1=究其
guanjin,1=关进
wozai,1=握在
zhaobuchu,1=找不出
yindao,1=引到
youjia,1=有加
jiantian,1=见天
weiyi,1=惟一
shoujin,1=手紧
dishu,1=地鼠
bobo,1=波波
shuzihua,1=数字化
shoushou,1=收手
beirenweishi,1=被认为是
xingzhenggongshu,1=行政公署
malai,1=马来
huozhong,1=火中
bailu,1=白鹿
gongchengkuan,1=工程款
zhifa,1=之法
dianshui,1=点水
masa,1=摩挲
jushou,1=巨手
wudao,1=悟道
zhoujielun,1=周杰伦
haer,1=哈尔
quanmingxing,1=全明星
sanxia,1=三下
dianfa,1=点发
weiji,1=为己
siji,1=斯基
leya,1=了呀
dasan,1=大三
zaichi,1=再吃
jingxie,1=精血
geige,1=给个
gushu,1=古树
chudao,1=初到
shanbi,1=山壁
jiyu,1=际遇
jinyao,1=紧咬
hunsheng,1=婚生
shangde,1=上地
aihao,1=哀嚎
mingwang,1=冥王
gaoyuan,1=高远
wawa,1=哇哇
haoxiguan,1=好习惯
zhihua,1=之花
huihui,1=挥挥
tianqian,1=天前
ciqu,1=此去
dijun,1=帝君
feibaoli,1=非暴力
xiangshi,1=相视
zhongzai,1=重在
beiji,1=背脊
jingju,1=惊惧
xiangwang,1=相忘
juju,1=句句
tangshui,1=汤水
xiaoxiongdi,1=小兄弟
xincheng,1=新成
bulou,1=不露
yuanjing,1=愿景
tanhui,1=谈会
xiaoya,1=小雅
jingpin,1=竞品
chuyan,1=出言
shishen,1=尸身
cunzhe,1=存着
shoujiaoyu,1=受教育
wenxintishi,1=温馨提示
yiqiang,1=一腔
shengde,1=剩的
tongsheng,1=同生
changchu,1=唱出
zhizui,1=之罪
xiangzi,1=祥子
quanqiujingji,1=全球经济
huixiang,1=会像
bala,1=巴拉
dannier,1=丹尼尔
minwei,1=民委
xiege,1=些个
youni,1=由你
binghuanzhe,1=病患者
diandao,1=点到
qingli,1=清丽
gudonghui,1=股东会
foshuo,1=佛说
motou,1=魔头
daoyuan,1=导员
bieguo,1=别过
zhengzhu,1=怔住
haiwang,1=还望
renhedifang,1=任何地方
duohua,1=朵花
zhibao,1=质保
aixiao,1=爱笑
quanquan,1=圈圈
wuzi,1=兀自
jiejie,1=结节
dalei,1=大类
touziren,1=投资人
xiaojingling,1=小精灵
mengle,1=蒙了
jipian,1=几片
yigugu,1=一股股
haobuzaiyi,1=毫不在意
shejiaokongjuzheng,1=社交恐惧症
zhicheng,1=之称
baizhe,1=败者
bufei,1=不费
fenshi,1=分时
erying,1=而应
jiansheng,1=剑圣
yueshuo,1=越说
qianzhongshu,1=钱钟书
baishou,1=白首
wendi,1=文帝
youtiao,1=有条
shenshan,1=神山
shushou,1=束手
xingfushenghuo,1=幸福生活
queren,1=缺人
yiduiyi,1=一对一
fuyao,1=扶摇
jiezhi,1=皆知
heshang,1=河上
ceshi,1=侧室
ailun,1=艾伦
zhiyou,1=之忧
shuoge,1=说个
ziqi,1=自欺
cunshang,1=村上
shehuijingji,1=社会经济
aiai,1=爱爱
zhiqiu,1=之秋
taiyangshen,1=太阳神
hangdao,1=行道
wanxia,1=弯下
lianzai,1=连在
ganjun,1=杆菌
wudi,1=无底
yunda,1=韵达
paidao,1=拍到
yanguo,1=燕国
kebu,1=可怖
lishi,1=离世
jiafeng,1=家风
shenghuo,1=生火
fanshi,1=反噬
wushang,1=无伤
erzhong,1=二种
zuizhen,1=最真
tiemian,1=铁面
yongdao,1=用刀
jijixiangshang,1=积极向上
jianqi,1=剑气
beiwai,1=北外
baibu,1=白布
yide,1=易得
xuexiaoban,1=血小板
linchong,1=林冲
siyi,1=四溢
zhaojingzi,1=照镜子
busi,1=布斯
xianjie,1=仙界
jieren,1=解人
anli,1=暗里
xiuxian,1=修仙
minchu,1=民初
zhizhi,1=纸质
fuzhong,1=腹中
gaozhi,1=高质
zixing,1=自省
changmao,1=长矛
wucheng,1=无成
haixiao,1=还小
guanliceng,1=管理层
buji,1=不济
changyi,1=长椅
chizhong,1=池中
huaixiguan,1=坏习惯
hehe,1=和合
wuzhang,1=五章
tianxin,1=天心
fazhanguan,1=发展观
zhapianzui,1=诈骗罪
weiji,1=未及
shade,1=杀得
shizhe,1=侍者
buan,1=不按
daocai,1=道菜
zhenzhengde,1=真正的
shangjia,1=上架
bianju,1=变局
xianzai,1=陷在
daqing,1=大清
moyao,1=莫要
ninglian,1=凝炼
huodao,1=货到
yijianjian,1=一件件
huashi,1=画师
jinbao,1=紧抱
weile,1=为乐
renshe,1=人设
dajiudian,1=大酒店
youwei,1=有违
lechu,1=勒出
qianlizhiwai,1=千里之外
sufei,1=苏菲
xiazhe,1=下着
changxiao,1=长啸
buqian,1=不前
gengzao,1=更糟
fengwei,1=封为
yiduoduo,1=一朵朵
heyi,1=何意
duzhe,1=读着
shanshen,1=闪身
kaifang,1=开房
bingyuan,1=病原
dahuo,1=打火
shoujiao,1=受教
youyi,1=有疑
yuchen,1=雨辰
simayi,1=司马懿
erzhi,1=而知
zhedong,1=这栋
liuqing,1=柳青
baiyi,1=百亿
suoxuan,1=所选
lianzi,1=链子
shishi,1=石室
huoji,1=火机
meiyu,1=眉宇
diaozai,1=吊在
luanshi,1=乱石
zuozuo,1=坐坐
bunengwangji,1=不能忘记
youbao,1=有保
yangshou,1=扬手
xueyi,1=血衣
yiyu,1=异于
qianqi,1=牵起
fanfu,1=繁复
guanyu,1=惯于
zhichi,1=只吃
heguo,1=喝过
pianzhong,1=片中
wufeng,1=无风
buwang,1=不枉
nengna,1=能拿
wupi,1=无匹
shangbanshen,1=上半身
jinsheng,1=仅剩
bianti,1=遍体
dage,1=大个
suixing,1=随性
yifa,1=已发
zhiyuan,1=志远
xiangna,1=像那
zhizou,1=直走
ruhuo,1=如火
haonanren,1=好男人
liaoliaotian,1=聊聊天
zhenbian,1=枕边
balake,1=巴拉克
leshi,1=乐视
xiudao,1=嗅到
deli,1=得理
huoguo,1=活过
wuxia,1=无瑕
shoulian,1=手链
sanbu,1=三部
yixiang,1=一响
yizhang,1=姨丈
changde,1=唱得
qiaobusi,1=乔布斯
xiaodongxi,1=小东西
benren,1=笨人
chulaide,1=出来的
zhunshi,1=准是
shanchu,1=闪出
shangpu,1=上铺
erzhong,1=而终
yurongfu,1=羽绒服
daoan,1=到案
huazhi,1=化之
changhui,1=唱会
huiji,1=惠及
tianzheng,1=天正
daoti,1=道题
shengqing,1=生情
liulanghan,1=流浪汉
xiaoyixiao,1=笑一笑
jianfu,1=减负
shuobude,1=说不得
yanhong,1=嫣红
zuidijia,1=最低价
huali,1=华里
dacheng,1=大乘
shanren,1=山人
huahai,1=花海
chuguan,1=出关
laoshen,1=老身
zhongdu,1=重度
huowu,1=活物
cengyu,1=曾与
liangpin,1=良品
wangluoanquan,1=网络安全
buqi,1=不齐
youyu,1=有雨
fushang,1=府上
tingta,1=听她
yaohuo,1=要活
youruo,1=有若
huazhi,1=花枝
zhizhi,1=之至
zibao,1=自爆
yixiu,1=一宿
shala,1=莎拉
damajiang,1=打麻将
shengwu,1=圣物
zhendema,1=真的吗
bianxing,1=变性
jiagei,1=家给
baoli,1=暴戾
buzhi,1=不治
xishuo,1=细说
yabolahan,1=亚伯拉罕
haisheng,1=海生
shilian,1=试炼
sizi,1=四字
licha,1=理查
xinlisuzhi,1=心理素质
gufu,1=姑父
guomen,1=过门
zhouyu,1=周瑜
duier,1=对儿
beiju,1=被拒
fuchen,1=拂尘
qinghua,1=青花
haidui,1=还对
raodao,1=绕到
xinnian,1=心念
xinjia,1=新加
zhitiao,1=枝条
qibing,1=起兵
fenxiang,1=焚香
shaohua,1=韶华
benke,1=本可
kuaidiyuan,1=快递员
fengle,1=封了
maiguo,1=买过
nantongxue,1=男同学
kaolvdao,1=考虑到
mala,1=马拉
yiyu,1=益于
daoguan,1=道观
huiji,1=会及
shourangren,1=受让人
nashi,1=哪是
mimi,1=咪咪
buren,1=不仁
fanhong,1=泛红
jiaotongfei,1=交通费
jishen,1=极深
zhiyin,1=之音
shouba,1=手把
yiwan,1=伊万
wangwanghui,1=往往会
shichu,1=驶出
xiehui,1=歇会
chongjin,1=冲劲
bangzhe,1=绑着
budanbu,1=不但不
yiyu,1=一隅
zhili,1=之理
wangwang,1=望望
beizha,1=被炸
zhongtian,1=中天
hushi,1=胡适
zhusha,1=诛杀
duanduan,1=断断
pade,1=怕得
yanjiuzhe,1=研究者
loule,1=露了
mosi,1=摩斯
sangmenxing,1=丧门星
dongtian,1=洞天
haojiao,1=嚎叫
luoke,1=洛克
guzhi,1=故知
congli,1=丛里
jihao,1=系好
luguo,1=鲁国
zhangyou,1=长有
deshi,1=得时
shouhuzhe,1=守护者
zhinv,1=之女
kanzuo,1=看做
yunzhong,1=云中
ande,1=安得
zuoqi,1=坐起
zhibao,1=至宝
zizhuchuangxin,1=自主创新
qianbainian,1=千百年
pozi,1=婆子
yanbo,1=眼波
shanhai,1=山海
ganchu,1=干出
gaozhi,1=告之
jinshi,1=金石
youshi,1=幼时
jiexu,1=接续
yilvlv,1=一缕缕
shichang,1=时长
shishuo,1=师说
liming,1=李明
kanjian,1=坎肩
sixiang,1=四项
putong,1=噗通
qici,1=七次
renminjun,1=人民军
qiande,1=前的
zhaxiang,1=炸响
chuantou,1=船头
banzi,1=板子
guoshu,1=过数
qinchuan,1=秦川
chejia,1=车驾
baishi,1=百世
liqiang,1=李强
daguniang,1=大姑娘
hate,1=哈特
sanbao,1=三宝
yayi,1=讶异
sisi,1=思思
bunengzai,1=不能再
yinzhi,1=因之
rener,1=人耳
jiemian,1=洁面
budu,1=不读
fazhanqilai,1=发展起来
tiaoming,1=条命
youmeiyou,1=又没有
yuedi,1=越低
wuyuan,1=无怨
meishijian,1=没时间
xianshizhong,1=现实中
yizhang,1=一丈
longshan,1=龙山
xueliang,1=血量
jinyu,1=金玉
zhuangru,1=状如
gebu,1=各不
jifa,1=继发
liangren,1=良人
daer,1=大二
shigan,1=实感
liangliang,1=两两
lege,1=了个
shuying,1=树影
qinzi,1=亲子
beishang,1=北上
dananren,1=大男人
daoge,1=刀割
xiaonvsheng,1=小女生
shiju,1=市局
qianchu,1=前出
gongjixing,1=攻击性
waiyou,1=外有
bafen,1=八分
zuojiu,1=做就
nanyou,1=难有
shangfan,1=上翻
shishu,1=诗书
dige,1=的哥
shifenzhong,1=十分钟
badao,1=拔刀
gancuililuo,1=干脆利落
guoxin,1=过心
chishui,1=池水
daoyou,1=道友
nima,1=尼玛
jushou,1=巨兽
huihui,1=回回
youbenshi,1=有本事
weian,1=伟岸
xinxi,1=心系
guanqi,1=观其
dangqi,1=荡起
duiguo,1=对过
yiyuan,1=一元
tingdejian,1=听得见
yangcheng,1=阳城
shida,1=事大
xianxia,1=现下
shenghui,1=生辉
changlu,1=长路
shehuixue,1=社会学
tengde,1=疼得
gaicibi,1=盖茨比
dajiayiqi,1=大家一起
huifei,1=会飞
jingmei,1=静美
keli,1=克里
youjie,1=有节
xindijia,1=辛迪加
baiming,1=百名
haikuo,1=海阔
tuochu,1=脱出
nengkai,1=能开
danni,1=丹尼
hexinjishu,1=核心技术
huande,1=换得
yingdao,1=应道
duohe,1=多喝
fuli,1=府里
yaoshou,1=妖兽
changxiao,1=长效
zuodedao,1=做得到
zhangliang,1=张良
liren,1=立人
wuji,1=武技
huoer,1=霍尔
daojin,1=倒进
zhuanhualv,1=转化率
shizi,1=柿子
longcheng,1=龙城
huanshang,1=患上
ershi,1=二世
jishi,1=极是
shoulei,1=手雷
xiguan,1=细观
yesi,1=也似
dishang,1=递上
xinliyisheng,1=心理医生
yikong,1=一空
xuanzong,1=玄宗
bulu,1=布鲁
saier,1=塞尔
tiaochu,1=挑出
muhou,1=母后
yigengen,1=一根根
mingshi,1=名士
naceng,1=那层
gaigongsi,1=该公司
jingshenshijie,1=精神世界
nidemingzi,1=你的名字
zheqi,1=这起
nadao,1=那倒
jinyong,1=金庸
junbujian,1=君不见
gaoqiang,1=高墙
feihua,1=飞花
genghui,1=更会
tianjie,1=天界
beidi,1=贝蒂
daneng,1=大能
zhegeshiqing,1=这个事情
fulankelin,1=富兰克林
weifei,1=为非
chongshen,1=重审
guaiguai,1=怪怪
paokai,1=跑开
dazheng,1=大政
nianjing,1=年经
jichang,1=几场
sizheng,1=思政
jiaode,1=叫得
bulijie,1=不理解
jiushiyinwei,1=就是因为
xiaolu,1=小鹿
yuye,1=雨夜
baoyou,1=保有
huanxin,1=换新
buyu,1=不渝
eryu,1=而与
bandao,1=绊倒
yaoyaoya,1=咬咬牙
zhujiao,1=住脚
yabo,1=亚伯
luni,1=鲁尼
hali,1=哈里
lishimin,1=李世民
wuse,1=无色
gongcheng,1=攻城
tanian,1=他年
nafan,1=那番
juqian,1=拒签
daguan,1=大关
shuilong,1=水龙
zhuanshunjian,1=转瞬间
jianchidaodi,1=坚持到底
dela,1=德拉
sanjie,1=三界
dafu,1=大副
dixue,1=地学
jiazai,1=加在
dabao,1=大报
bafeite,1=巴菲特
suzhijiaoyu,1=素质教育
yijingkaishi,1=已经开始
zhouzhemei,1=皱着眉
chansheng,1=颤声
duofen,1=多分
shandong,1=扇动
baidi,1=白地
guanzhi,1=观之
yaosi,1=咬死
dexing,1=得幸
xiyou,1=西游
yangren,1=养人
banzhang,1=半张
tianluo,1=天罗
xiaochuang,1=小窗
henni,1=恨你
alan,1=阿兰
andelie,1=安德烈
fujia,1=富家
wende,1=问得
didi,1=嘀嘀
duwu,1=毒物
laite,1=莱特
junma,1=军马
shuyi,1=数以
dongwu,1=东吴
shiqing,1=世情
weiwen,1=为文
xiaoqiao,1=小乔
hahaxiao,1=哈哈笑
yuzhi,1=玉指
zhongshen,1=众神
dahe,1=大喝
jimi,1=吉米
dashang,1=打上
baizhong,1=百种
chusheng,1=初生
shiguan,1=石棺
shoushushi,1=手术室
jinshen,1=紧身
nahui,1=哪会
guidao,1=跪倒
zhongyi,1=忠义
yiliaobaoxian,1=医疗保险
renshengzhong,1=人生中
laochen,1=老陈
dazhong,1=大钟
zaiwei,1=再为
zhiyan,1=只眼
tingzhe,1=听者
jijin,1=极尽
xingjiaoyu,1=性教育
lvyi,1=绿衣
xinzhao,1=心照
jingxing,1=警醒
dijing,1=地精
dahun,1=大婚
yiluhuose,1=一路货色
sidifen,1=斯蒂芬
gougou,1=勾勾
shenjia,1=身家
qianshou,1=纤手
yishana,1=一霎那
gaian,1=该案
dashuju,1=大数据
youdao,1=又道
bianyi,1=便以
santi,1=三体
taizifei,1=太子妃
luobu,1=罗布
shenxing,1=神性
liudao,1=留到
zhizuo,1=之作
shisha,1=是啥
jiemen,1=姐们
yunmen,1=云门
fukong,1=浮空
taba,1=他爸
zhemedian,1=这么点
douxuyao,1=都需要
zonghezheng,1=综合征
jianjian,1=尖尖
yixing,1=一星
xiangrong,1=相融
tiaode,1=跳得
linhuiyin,1=林徽因
zhurongji,1=朱镕基
rushi,1=入世
zhiguo,1=之过
wenqi,1=问其
guyue,1=故曰
yiyi,1=熠熠
shidao,1=石岛
zhidao,1=只道
weiwancheng,1=未完成
shangfang,1=上房
yigai,1=一改
nimei,1=你妹
zhitong,1=之痛
huangshu,1=皇叔
kaochuang,1=靠窗
yenenggou,1=也能够
huangdan,1=黄疸
guzi,1=股子
xianshi,1=闲时
taiai,1=太爱
daduizhang,1=大队长
jiuzhang,1=九章
xingxing,1=醒醒
mali,1=玛利
yikuaikuai,1=一块块
xixi,1=洗洗
wangwang,1=旺旺
doushi,1=斗士
siding,1=死盯
youzhi,1=有致
lisi,1=李斯
jianduo,1=见多
chiyu,1=吃鱼
liancheng,1=连城
dabei,1=大悲
yangguo,1=杨过
yiwei,1=一维
asan,1=阿三
yiqun,1=衣裙
huoyun,1=火云
qianming,1=千名
luofu,1=洛夫
dijie,1=的姐
shichangjingzheng,1=市场竞争
bingxiang,1=并向
minzhujiandu,1=民主监督
zhongcheng,1=终成
bancheng,1=扮成
xiangkou,1=巷口
sanjie,1=三节
yipaipai,1=一排排
shangpin,1=上品
sunce,1=孙策
wuquanfa,1=物权法
jiangchu,1=讲出
mingjie,1=冥界
qixing,1=起行
daqiye,1=大企业
nvtong,1=女同
shangshi,1=上世
zilian,1=自怜
cuigao,1=催告
jingqi,1=经期
shengli,1=生离
xianfan,1=掀翻
paidao,1=排到
zhiai,1=之爱
nafu,1=那幅
daolai,1=道来
woca,1=我擦
shenbing,1=神兵
hengte,1=亨特
zhibao,1=之宝
yunfeixian,1=运费险
youqingren,1=有情人
mawen,1=马文
shali,1=莎莉
buyaoyinwei,1=不要因为
furou,1=腐肉
geli,1=格里
dimei,1=低眉
zhongyuan,1=中院
zhiyuan,1=致远
wanli,1=万历
meier,1=梅尔
shiren,1=时人
ziqi,1=紫气
chikuang,1=痴狂
tuoba,1=拓跋
xinjian,1=心尖
jianjian,1=剑尖
suzhi,1=诉至
gongben,1=宫本
xiongxiong,1=汹汹
jijia,1=机甲
pohuaili,1=破坏力
qiqi,1=凄凄
caguo,1=擦过
guanlixitong,1=管理系统
doushiweile,1=都是为了
diqiushang,1=地球上
shengxia,1=省下
xianxian,1=纤纤
keke,1=颗颗
yuwen,1=余温
xiaosheng,1=啸声
zhongshanshi,1=中山市
xunmeng,1=寻梦
bowu,1=薄雾
tiaotiao,1=迢迢
meixin,1=没心
haochengji,1=好成绩
guoshui,1=过水
fude,1=福德
shengteng,1=生疼
zhicheng,1=之城
zuitong,1=最痛
xiaoyang,1=小羊
halifa,1=哈里发
daqian,1=大钱
qingjin,1=倾尽
haomiao,1=浩渺
shiyeyoucheng,1=事业有成
yifu,1=姨父
huangye,1=黄叶
yunfeng,1=云峰
yiliu,1=一溜
youxing,1=油性
mingli,1=明理
wuyu,1=无欲
mengpo,1=孟婆
buliang,1=不亮
jingshenshang,1=精神上
bulaike,1=布莱克
sidun,1=斯顿
wufakangju,1=无法抗拒
yinggaiyou,1=应该有
buning,1=不宁
dama,1=打骂
yijie,1=一介
xingse,1=形色
feipao,1=肺泡
zhaochu,1=照出
zuoguo,1=坐过
zhiyue,1=之约
xuanbing,1=玄冰
tichulai,1=提出来
guangguang,1=光光
songguo,1=宋国
zhiding,1=直盯
yuewu,1=月舞
fendian,1=分点
zhuzheng,1=主政
guishugan,1=归属感
zhijian,1=之剑
tufashijian,1=突发事件
biaoshiganxie,1=表示感谢
weisi,1=维斯
hanmang,1=寒芒
jiejia,1=结痂
shangfen,1=上分
tingting,1=亭亭
yulin,1=雨淋
huaxia,1=画下
weihai,1=为害
huanxiang,1=幻象
jinren,1=近人
fanfu,1=凡夫
sheli,1=舍利
erzhang,1=二章
bama,1=巴马
yanzhong,1=言中
buhouhui,1=不后悔
caiqu,1=才去
yichengwei,1=已成为
yourou,1=有肉
dongxue,1=冬雪
yaoli,1=药力
feiye,1=非也
yanxian,1=眼线
geer,1=戈尔
wangyangming,1=王阳明
zhanzhe,1=沾着
guolian,1=国联
shengzhe,1=生者
liangduan,1=两段
beici,1=背刺
zhongjian,1=重剑
yuli,1=雨里
meikanjian,1=没看见
shangxin,1=上新
duandiao,1=断掉
jinghao,1=静好
kanbu,1=看不
daxing,1=大兴
gezhi,1=咯吱
baotai,1=胞胎
zongshi,1=纵是
xiangxiang,1=相向
jianguomian,1=见过面
liangxiang,1=两相
bubi,1=不避
panlong,1=盘龙
yunjuanyunshu,1=云卷云舒
taiyou,1=太有
dijishi,1=地级市
qiren,1=欺人
meizi,1=梅子
anqi,1=安琪
huyan,1=呼延
dala,1=达拉
shashijian,1=霎时间
jifang,1=己方
choumei,1=愁眉
nanyan,1=难掩
jiedizuzhi,1=结缔组织
guayan,1=寡言
huoran,1=霍然
jueyi,1=决一
jinan,1=极难
nianmo,1=黏膜
yuxi,1=玉玺
hengli,1=亨利
duiya,1=对呀
meigan,1=没干
xixi,1=习习
fangde,1=放得
xianghe,1=相合
jiuyu,1=就与
faliang,1=发凉
baixibao,1=白细胞
gandang,1=敢当
xiazhu,1=吓住
xinhui,1=心灰
dadong,1=大洞
wenxin,1=问心
xingchen,1=星尘
dalong,1=大龙
nanhaier,1=男孩儿
lanling,1=兰陵
zhiren,1=纸人
huiyao,1=会要
lingling,1=零零
bihui,1=必会
haozhao,1=好找
shigong,1=师公
fengshang,1=奉上
pizhi,1=皮脂
shangqian,1=上签
paodao,1=抛到
yizhizhi,1=一只只
zhili,1=支离
gaore,1=高热
chuzi,1=厨子
sade,1=萨德
guannei,1=管内
shiwang,1=狮王
mintuan,1=民团
fazhanguihua,1=发展规划
zaishi,1=再试
mufei,1=母妃
bali,1=巴里
erlu,1=二路
burenxin,1=不忍心
yididi,1=一滴滴
yangmei,1=扬眉
moji,1=莫及
shangyi,1=上移
mengzhu,1=蒙住
fushang,1=浮上
zhuanyexing,1=专业性
xiezhe,1=斜着
biena,1=别拿
qingchunnianhua,1=青春年华
xiongshou,1=凶兽
daoxi,1=倒吸
denghuolanshan,1=灯火阑珊
sanshengshi,1=三生石
suozaocheng,1=所造成
gengxu,1=更需
dagu,1=大姑
zhiya,1=吱呀
wanyue,1=弯月
mensheng,1=闷声
xiaotuzi,1=小兔子
changdao,1=长刀
wangchuan,1=忘川
yanxia,1=檐下
xianshishenghuozhong,1=现实生活中
shijiezhong,1=世界中
shichangyingxiao,1=市场营销
dabing,1=大兵
youxian,1=有闲
zhigan,1=枝干
qiyou,1=岂有
yudi,1=玉帝
huazuo,1=画作
kandedao,1=看得到
jinshi,1=进士
xiangcheng,1=相成
zhijiao,1=直叫
bingshi,1=病史
dedao,1=得道
hugong,1=护工
baobeier,1=宝贝儿
laopozi,1=老婆子
kuaidifei,1=快递费
lizi,1=李子
fuji,1=腹肌
zhazi,1=渣子
xiangzheng,1=相争
houyin,1=后因
liqi,1=戾气
buzhiheshi,1=不知何时
chongshi,1=重拾
tianbao,1=天宝
huaixuebing,1=坏血病
shijian,1=尸检
jianan,1=建安
jinji,1=谨记
duli,1=肚里
ansuan,1=氨酸
wuming,1=无明
haodeduo,1=好得多
guohang,1=国行
shizuo,1=师座
manwu,1=满屋
renminyiyuan,1=人民医院
yingyongchengxu,1=应用程序
diujin,1=丢进
shiwai,1=世外
shehuizhuyihexinjiazhiguan,1=社会主义核心价值观
yiyu,1=意欲
rixin,1=日新
jingxiang,1=颈项
jiyi,1=既已
huaxia,1=滑下
zaodao,1=早到
jingdai,1=静待
dijie,1=地界
gudong,1=咕咚
baiji,1=百计
xiaoyou,1=小有
houxin,1=后心
zhaole,1=招了
shangde,1=伤得
gugu,1=鼓鼓
manwei,1=漫威
aimi,1=艾米
mianshiguan,1=面试官
errang,1=而让
tongyixing,1=同一性
meihua,1=没话
zhensui,1=震碎
doubukeneng,1=都不可能
tongdao,1=通到
dahua,1=大化
xiaoye,1=小叶
gushu,1=古书
qiujun,1=球菌
yuesheng,1=乐声
yexing,1=夜行
yidang,1=一档
xianliang,1=鲜亮
fentou,1=坟头
xiangzhu,1=香烛
diqi,1=地气
chuiluo,1=垂落
mogong,1=魔宫
hengliu,1=横流
dazhi,1=大志
pengpeng,1=怦怦
zhinengshouji,1=智能手机
xinxianquan,1=信息安全
huijing,1=回京
shangji,1=伤及
youguo,1=又过
zhehuo,1=这货
chali,1=查理
yaoyi,1=要义
daba,1=大巴
boya,1=伯牙
shouye,1=守夜
daojian,1=刀尖
jinguo,1=进过
shide,1=识得
sixiang,1=死相
yuejian,1=月间
kanaiji,1=卡耐基
diaozhuan,1=调转
dangzhe,1=挡着
dada,1=大打
paoguolai,1=跑过来
jianxian,1=剑仙
buhaoguo,1=不好过
xinminzhuzhuyigeming,1=新民主主义革命
haijiao,1=还叫
zaitakanlai,1=在他看来
liangzhou,1=凉州
fanji,1=犯忌
jiuwanshiliao,1=就完事了
bilu,1=壁炉
fajia,1=法家
yiran,1=怡然
lili,1=历历
chenghuang,1=城隍
cishu,1=此书
yuantong,1=愿同
yibaba,1=一把把
bugou,1=不苟
lengyu,1=冷雨
maochong,1=毛虫
jiejin,1=接进
duohui,1=多会
jiduan,1=几段
moxiang,1=墨香
zilu,1=子路
hutou,1=虎头
liuzhi,1=柳枝
sixiangguannian,1=思想观念
quanzhong,1=圈中
basi,1=巴斯
xiaoli,1=小丽
waibaozhuang,1=外包装
baishouzhiwang,1=百兽之王
jiekou,1=街口
xiaren,1=下任
langji,1=浪迹
lianyan,1=潋滟
lichang,1=离场
fangfei,1=芳菲
cimu,1=刺目
suqin,1=苏秦
dezhi,1=德治
tongchu,1=同出
fengji,1=风机
mowen,1=莫问
hongsheng,1=红绳
qingying,1=清影
yelai,1=夜来
baipao,1=白袍
jiaozhiceng,1=角质层
fuzhi,1=肤质
shiwomen,1=是我们
fuyang,1=复阳
hequn,1=鹤群
huisuonenmo,1=会所嫩模
quandizimeng,1=圈地自萌
zhongnandian,1=重难点
tanji,1=碳基
cuanxi,1=蹿稀
cifang,1=此方
shaogan,1=烧干
suoli,1=蓑笠
naowu,1=脑雾
xiaoqi,1=小启
dimian,1=底棉
kawei,1=咖位
tianxuan,1=天选
meiwang,1=没网
suanli,1=算力
taicai,1=太菜
wujun,1=乌军
judade,1=巨大的
zhuma,1=竹马
yijin,1=已尽
shangyong,1=上涌
jingshi,1=晶石
tingdedao,1=听得到
quguo,1=取过
maike,1=迈克
rumo,1=入魔
zhenyan,1=真言
tuanzhan,1=团战
hongmeigui,1=红玫瑰
tizi,1=蹄子
zhengfubumen,1=政府部门
zhuyaoyou,1=主要有
yexihuan,1=也喜欢
yexuyao,1=也需要
fanshehui,1=反社会
jiushi,1=救世
liuzai,1=流在
mingli,1=明礼
huakai,1=划开
huian,1=晦暗
jiaohao,1=交好
duizheng,1=对证
changming,1=长明
jinzhi,1=进制
qingwu,1=轻舞
ailisi,1=爱丽丝
jiangxiang,1=将相
huofa,1=活法
zhengtixing,1=整体性
zhengquanjiaoyi,1=证券交易
qiangru,1=强如
shentisuzhi,1=身体素质
yiji,1=一己
toulai,1=偷来
weiyan,1=魏延
bucong,1=不从
youyan,1=油盐
zhijing,1=之境
zuidade,1=最大的
zuixian,1=罪嫌
shouxian,1=受限
canbao,1=参保
gouzhu,1=勾住
weiyong,1=为用
peijian,1=佩剑
liangdui,1=两队
xinmeiti,1=新媒体
haoxiongdi,1=好兄弟
shaonianren,1=少年人
pofeng,1=破风
bula,1=布拉
bawei,1=八位
taifei,1=太妃
zongyiwei,1=总以为
bufang,1=不防
hanyi,1=寒衣
duchu,1=读出
baibu,1=百步
yuanti,1=原体
xunsi,1=寻死
zixiang,1=自相
wuda,1=武大
zhujian,1=竹简
youjia,1=有假
rilai,1=日来
teli,1=特里
nizi,1=妮子
bushu,1=不输
liaojiedao,1=了解到
chanzi,1=铲子
guanzhong,1=管仲
buxu,1=不虚
jianshihui,1=监事会
youjijiehe,1=有机结合
wufaxiangxiang,1=无法想象
wuqiannian,1=五千年
feijiehe,1=肺结核
yuren,1=愚人
yeyu,1=也与
huomian,1=和面
buxia,1=布下
xianbei,1=鲜卑
shichangshang,1=市场上
aier,1=艾尔
fengfa,1=风发
zuozuoye,1=做作业
nianban,1=年半
hanwang,1=汉王
toutou,1=头头
jieli,1=借力
xianjin,1=陷进
juli,1=局里
caixin,1=采信
zhongyaode,1=重要的
qingqian,1=清浅
chengxiang,1=成像
yanyun,1=烟云
chibian,1=池边
weifu,1=为夫
huicheng,1=回城
